numero;nom_fichier;chemin_complet;dossier;extension;largeur_px;hauteur_px
123;evenementiel-11.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-11.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;1600;2400
124;evenementiel-12.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-12.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1350
125;evenementiel-13.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-13.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1350
126;evenementiel-14.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-14.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1350
127;evenementiel-15.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-15.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;1351;2400
128;evenementiel-16.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-16.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;1351;2400
129;evenementiel-17.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-17.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1600
130;evenementiel-18.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-18.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1600
131;evenementiel-19.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-19.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;1600;2400
132;evenementiel-20.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-20.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;1600;2400
133;evenementiel-21.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-21.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1600
134;evenementiel-22.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-22.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1600
135;evenementiel-23.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-23.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1600
136;evenementiel-24.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-24.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1351
137;evenementiel-25.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-25.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1350
138;evenementiel-26.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-26.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1351
139;evenementiel-27.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel\evenementiel-27.jpg;C:\Users\Gallien\Documents\GitHub\instant-gh\assets\photos\Événementiel;.jpg;2400;1351
